system	sample_id	sample_slug	TF	TF_role	motif_test_status	motif_token	q_value	log2_odds_ratio	motif_enriched_q1e-5
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.0324115023624515	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.3359	0.06402344397601147	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	1.0	-0.034759485408240136	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.3622	2.228292625670853	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0016	0.17633338386395417	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	1.0	-0.04042785361626472	FALSE
patient	TCGA-73-A9RS	TCGA-73-A9RS	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.3622	0.06849989818981585	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0371	0.14484693617908131	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.2237	0.11881874687657679	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0371	0.1308070454497831	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.1804266879322005	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.0745	0.9862413481048734	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0745	0.7144273480205258	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.9419	-0.052188076754183195	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.9181	-0.029177354122642576	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.9419	-0.051258030619493695	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0592	0.11431931794981019	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.9419	-0.06869923679405145	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.124	0.22152699261753597	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0	0.246306592797779	TRUE
patient	TCGA-86-A4D0	TCGA-86-A4D0	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.1451	0.1828933017647658	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.2237	0.11208750654004473	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0745	0.10122200347468643	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.4238	0.031935307705145084	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.2282	0.0666497233570582	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.0537	1.1004451317653432	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.22237582360678473	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.9854	-0.13225994648111822	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.1157	0.1561718546636139	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.691	0.014470162163497755	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.9419	-0.32701608606924726	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0274	0.12945020210436461	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.691	0.016548425864768193	FALSE
patient	TCGA-86-A4D0	TCGA-86-A4D0	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.2141	0.06771225399750896	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.6005	0.006181003960904411	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0156	0.25596448024701607	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.1672	0.06370250812256638	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.9013	0.009063324019617592	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.1004	0.7846051222396357	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.3513	0.23689765004174318	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.0115	0.19112137166501952	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.0462	0.12478395000774987	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.0169	0.20259294398693198	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0115	0.15036106284824047	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.5956	0.01675503182646187	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.8368	-0.061257286210060075	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0006	0.2157290583304121	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.5956	0.02680160772721909	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.1283	0.14883358951005185	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0115	0.13929711414653195	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.7213	-0.01858419796337862	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.9551	-0.03793877313469003	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.9551	-0.12062668580692652	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	0.9918	-0.15810402862717754	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.6102	0.0014424569413156586	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.3556	0.08812168985390294	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.9551	-0.015289405009186015	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.141	2.3384703741346424	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0084	0.14752044549652665	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.9401	-0.00022290106932108204	FALSE
patient	TCGA-86-A4P7	TCGA-86-A4P7	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.031	0.1229163385438202	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.7875	0.017479551974446502	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.5166321538946804	TRUE
patient	TCGA-86-A4P8	TCGA-86-A4P8	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.4562	0.05961009688133434	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.060464057659350916	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.3209	0.5448467121103905	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.686	0.1487509860371393	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.8908	-0.050430567405736204	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.8908	-0.020790598024571064	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.7875	0.024774569634363836	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.4562	0.05769248577959013	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.8908	-0.06457526874193081	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000410|MA0114.5	0.7875	0.02755462151440828	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.2598	0.093773730514186	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.7875	0.042991512511738564	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.8646	-0.014836603317889373	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.21	0.09933895216590274	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.8908	-0.020801509335378335	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.2253	0.07797803136006703	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.1984	0.6937046155026397	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.18954677118779212	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.9792	-0.12658910303915547	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.4103	0.07842170523055858	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.7911	0.0028261188606679656	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.7875	-0.13777807004926124	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0005	0.19370662956213489	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	1.0	-0.055359460587377396	FALSE
patient	TCGA-86-A4P8	TCGA-86-A4P8	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.6516	0.04082025271388371	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.6715	0.007684024138970152	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0	0.44471117654082876	TRUE
patient	TCGA-91-A4BC	TCGA-91-A4BC	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.0006	0.18593643945016247	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.1091564357669698	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.004	1.7913739190826428	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0365	0.7847611434970367	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.6215	0.028078718179157514	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.3767	0.05859737057790637	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.6215	0.02897122249580702	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0161	0.1333930388534995	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	0.7249	-0.018527039902058638	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	0.4701	0.060070212127596605	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.1859	0.07803038727065933	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	0.6715	0.010785197333665312	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	0.103	0.17242367884982704	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.004	0.15413582917406723	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.834	-0.03457160192305847	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.4158	0.033482366887582056	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.6075	-0.334918221652526	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.15553411243590293	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	0.997	-0.16693464560715843	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.4158	0.04429834030290955	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.4042	0.04248001812482422	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	0.7194	-0.042696151429484144	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0003	0.19098226578870892	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.7514	-0.00031631461711502796	FALSE
patient	TCGA-91-A4BC	TCGA-91-A4BC	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.6215	0.02273432726335919	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.0311	0.13188301753946807	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0007	0.3720566936653915	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	1.0	-0.01344112917902483	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	1.0	-0.1281356323171678	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.6115	0.2856327148807004	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000652|MA1966.2	0.5511	0.13369811434612033	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	1.0	-0.09119344169075312	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	1.0	-0.07325450359461583	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	1.0	-0.0014420852241381315	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.0017	0.16948319743436957	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	GATA6	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000382|MA1104.3	1.0	-0.057807221558501265	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	HNF4A	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000409|MA1494.2	1.0	-0.06276461525756838	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	NFATC4	LUAD_HC_TF	TESTED	JASPAR2024|000506|MA1525.3	0.0009	0.20026387757442182	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	NKX2-1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000822|MA1994.2	1.0	-0.11090147346139279	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	NR3C2	LUAD_HC_TF	TESTED	JASPAR2024|000539|MA0727.2	1.0	-0.08962115336932278	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	XBP1	LUAD_HC_TF	TESTED	JASPAR2024|000675|MA0844.2	0.0009	0.1766031284959526	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZBTB18	LUAD_HC_TF	TESTED	JASPAR2024|000681|MA0698.2	0.7665	0.021460568224178557	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF141	LUAD_HC_TF	TESTED	CIS-BP2.00|000653|M07586_2.00	0.7151	0.015653212059095006	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF19	LUAD_HC_TF	TESTED	CIS-BP2.00|000670|M07603_2.00	0.6921	-0.16134255454320995	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF254	LUAD_HC_TF	TESTED	CIS-BP2.00|000827|M07760_2.00	1.0	-0.13748107200792015	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF281	LUAD_HC_TF	TESTED	JASPAR2024|000706|MA1630.3	1.0	-0.03315651270615032	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF33A	LUAD_HC_TF	TESTED	CIS-BP2.00|000762|M07695_2.00	0.7529	-0.013568177860171985	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF33B	LUAD_HC_TF	TESTED	CIS-BP2.00|000777|M07710_2.00	0.7151	0.020313656005322027	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF341	LUAD_HC_TF	TESTED	JASPAR2024|000712|MA1655.2	1.0	-1.2962211079768526	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF444	LUAD_HC_TF	TESTED	CIS-BP2.00|000420|M04529_2.00	0.0011	0.17957421624599076	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF540	LUAD_HC_TF	TESTED	CIS-BP2.00|000701|M07634_2.00	0.4773	0.05583842488649242	FALSE
patient	TCGA-91-A4BD	TCGA-91-A4BD	ZNF75D	LUAD_HC_TF	TESTED	JASPAR2024|000169|MA1601.2	0.6115	0.043020318402254655	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	CEBPA	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000234|MA0102.5	0.8365	-0.019046758889722036	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	CEBPB	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000235|MA0466.4	0.0001	0.41090673826971863	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	CREB3L2	LUAD_HC_TF	TESTED	JASPAR2024|000025|MA0608.1	0.6158	0.044555441100358424	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	E2F5	LUAD_HC_TF	TESTED	CIS-BP2.00|000940|M08109_2.00	0.8377	-0.01837972360256576	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	ELF3	LUAD_HC_TF_AND_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000276|MA0640.3	0.6271	0.23002720382156164	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	ETV1	LUAD_HC_TF	TESTED	JASPAR2024|000311|MA0761.3	0.0285	0.819010754064063	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	FOXA1	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000356|MA0148.5	0.987	-0.07586287984274663	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	FOXA2	LUAD_LINEAGE_POSITIVE_CONTROL	TESTED	JASPAR2024|000357|MA0047.4	0.8103	-0.001186163368012851	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	FOXA3	LUAD_HC_TF	TESTED	JASPAR2024|000358|MA1683.2	0.8103	0.004024155202658534	FALSE
patient	TCGA-93-A4JN	TCGA-93-A4JN	FOXD2	LUAD_HC_TF	TESTED	JASPAR2024|000361|MA0847.4	0.5675	0.05519610889015395	FALSE
