TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0008	1898.0	3584.0	13741.9	27615.0	0.1845358942061309	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NFATC4	JASPAR2024|000506|MA1525.3	0.001	0.0037	2574.0	3584.0	19129.4	27615.0	0.17656720081065444	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXD2	JASPAR2024|000361|MA0847.4	0.01	0.0136	1389.0	3584.0	10072.0	27615.0	0.1405310946460033	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0239	1693.0	3584.0	12454.8	27615.0	0.12405380668181447	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.1348	3576.0	3584.0	27488.5	27615.0	0.9589877669854407	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.1681	3566.0	3584.0	27400.8	27615.0	0.5950615534195853	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.1958	3431.0	3584.0	26280.8	27615.0	0.18307956334533923	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.5439	2606.0	3584.0	19916.8	27615.0	0.04213477429793466	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.941	3444.0	3584.0	26508.2	27615.0	0.034304669554407634	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.941	2044.0	3584.0	15714.6	27615.0	0.007268608807237826	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.941	2498.0	3584.0	19218.0	27615.0	0.006910100674597314	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.941	3582.0	3584.0	27583.9	27615.0	0.7151105678626548	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.941	3464.0	3584.0	26685.7	27615.0	0.00251245421078074	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.941	2789.0	3584.0	21506.9	27615.0	-0.005846735308966137	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.953	232.0	3584.0	1853.2	27615.0	-0.053152995424232824	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.953	2859.0	3584.0	22141.9	27615.0	-0.037534302882369655	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.953	394.0	3584.0	3132.6	27615.0	-0.04957359570368507	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.953	2918.0	3584.0	22630.5	27615.0	-0.05208463710486538	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.953	2927.0	3584.0	22704.1	27615.0	-0.05417201889606416	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.953	3151.0	3584.0	24409.4	27615.0	-0.06664029092361479	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.001	0.0051	3312.0	3584.0	25095.8	27566.0	0.2591093891950524	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.01	0.0066	1364.0	3584.0	9844.8	27566.0	0.14549775526295972	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.3278	3570.0	3584.0	27457.9	27566.0	-0.038150241008012606	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.3338	2598.0	3584.0	19815.6	27566.0	0.043050793361556296	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.5897	1246.0	3584.0	9516.8	27566.0	0.015650059773834667	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	752.0	3584.0	5919.8	27566.0	-0.041907552238635	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3044.0	3584.0	23746.2	27566.0	-0.14213041138382262	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	523.0	3584.0	4542.1	27566.0	-0.2064038588126478	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.0733	3579.0	3584.0	27519.0	27632.0	1.4244925954168293	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF75D	JASPAR2024|000169|MA1601.2	0.01	0.0733	2576.0	3584.0	19325.1	27632.0	0.13515722923354734	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NFATC4	JASPAR2024|000506|MA1525.3	0.1	0.0885	2553.0	3584.0	19206.5	27632.0	0.11901986118425424	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.0942	1833.0	3584.0	13644.7	27632.0	0.10178481070864187	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
XBP1	JASPAR2024|000675|MA0844.2	0.1	0.0994	1660.0	3584.0	12339.9	27632.0	0.09657860317999882	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.1112	1356.0	3584.0	10038.4	27632.0	0.09330660729517465	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.1869	3566.0	3584.0	27431.6	27632.0	0.4975961983460858	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	JASPAR2024|000235|MA0466.4	0.1	0.253	237.0	3584.0	1679.5	27632.0	0.13228353938693976	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.64	2808.0	3584.0	21530.1	27632.0	0.035802102965581006	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.64	2598.0	3584.0	19915.5	27632.0	0.029472193286357036	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.7043	249.0	3584.0	1878.3	27632.0	0.03613300202196935	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8361	2065.0	3584.0	15904.4	27632.0	0.0033923940059939206	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.8408	409.0	3584.0	3158.6	27632.0	-0.001389905775730276	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3440.0	3584.0	26562.8	27632.0	-0.060679389078945115	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3159.0	3584.0	24430.0	27632.0	-0.038947685957470314	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2862.0	3584.0	22175.3	27632.0	-0.036547127847869704	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3404.0	3584.0	26305.8	27632.0	-0.07212207238978079	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3459.0	3584.0	26731.8	27632.0	-0.1065892266292458	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF341	JASPAR2024|000712|MA1655.2	1.0	1.0	3580.0	3584.0	27612.1	27632.0	-0.7665215204653276	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2918.0	3584.0	22759.6	27632.0	-0.093104087119059	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2906.0	3584.0	22757.5	27632.0	-0.1240374656780264	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.001	0.0058	1381.0	3584.0	9930.6	27647.0	0.1615394279566663	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.0562	3301.0	3584.0	25157.1	27647.0	0.20515609501864812	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1398	3573.0	3584.0	27493.1	27647.0	0.8032808546302963	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.226	791.0	3584.0	5857.5	27647.0	0.07577353330705479	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.4086	1258.0	3584.0	9514.4	27647.0	0.04390921673897183	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	1.0	2560.0	3584.0	19924.1	27647.0	-0.04573719011991762	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3049.0	3584.0	23742.7	27647.0	-0.0945795901564772	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	561.0	3584.0	4598.7	27647.0	-0.10362485129603552	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	JASPAR2024|000235|MA0466.4	1e-11	0.0	323.0	3585.0	1688.1	27538.0	0.6021467957816806	TRUE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0751	1696.0	3585.0	12463.9	27538.0	0.11886319524965626	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.2099	1846.0	3585.0	13744.0	27538.0	0.09135932364941167	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.3208	1339.0	3585.0	9940.3	27538.0	0.07800952777460181	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.5574	3574.0	3585.0	27418.4	27538.0	0.44517304833568344	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.5648	2526.0	3585.0	19191.3	27538.0	0.05263080750871679	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NFATC4	JASPAR2024|000506|MA1525.3	1.0	0.5648	2503.0	3585.0	19022.6	27538.0	0.050057977670569555	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.6365	3583.0	3585.0	27510.1	27538.0	0.5653445845063819	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.6365	3474.0	3585.0	26627.6	27538.0	0.09217676597114922	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.6481	2593.0	3585.0	19811.5	27538.0	0.02736713931410778	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.7213	246.0	3585.0	1851.2	27538.0	0.03416040670375119	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.8062	3559.0	3585.0	27330.5	27538.0	0.0317275230847128	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8062	2045.0	3585.0	15705.0	27538.0	0.0006618249172790392	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.8062	2943.0	3585.0	22612.5	27538.0	-0.002899601700674909	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.8665	2781.0	3585.0	21416.9	27538.0	-0.017103888974711	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.8665	2938.0	3585.0	22626.1	27538.0	-0.021392068669362014	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.8665	3409.0	3585.0	26218.9	27538.0	-0.04064198716949447	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.9601	2847.0	3585.0	22037.0	27538.0	-0.055037621325152775	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.9601	3432.0	3585.0	26449.3	27538.0	-0.11896686117959857	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.9768	3137.0	3585.0	24313.1	27538.0	-0.10777795994971484	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.9816	368.0	3585.0	3124.0	27538.0	-0.16016263681240692	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.0001	0.0003	1398.0	3582.0	9863.2	27544.0	0.19860067277946705	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1419	3573.0	3582.0	27389.3	27544.0	1.091828195702745	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.5009	1241.0	3582.0	9408.7	27544.0	0.03134763906667385	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.5221	3271.0	3582.0	25061.8	27544.0	0.05711123098698662	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.5575	2592.0	3582.0	19835.9	27544.0	0.024505659676003145	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.6307	769.0	3582.0	5874.6	27544.0	0.012634451026002868	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	543.0	3582.0	4534.8	27544.0	-0.14050979465182184	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3031.0	3582.0	23711.2	27544.0	-0.1703412531910697	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPB	JASPAR2024|000235|MA0466.4	1e-05	0.0001	295.0	3584.0	1741.1	27593.0	0.41517472396132915	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NFATC4	JASPAR2024|000506|MA1525.3	0.01	0.0331	2569.0	3584.0	19185.1	27593.0	0.14917673598215356	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.089	3578.0	3584.0	27464.0	27593.0	1.3762274269415622	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.089	2638.0	3584.0	19853.9	27593.0	0.11991572088718168	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1382	1841.0	3584.0	13736.8	27593.0	0.09138027360753904	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.194	3566.0	3584.0	27370.2	27593.0	0.6533346221777054	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.2457	1339.0	3584.0	9989.1	27593.0	0.0720951002022638	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.267	2827.0	3584.0	21503.3	27593.0	0.08017911688634766	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.267	3427.0	3584.0	26242.8	27593.0	0.16356296984454155	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.267	2079.0	3584.0	15720.5	27593.0	0.0609855005127593	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.2741	2523.0	3584.0	19181.2	27593.0	0.06016333446622803	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.2745	3188.0	3584.0	24374.8	27593.0	0.08661515648107794	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.5123	2887.0	3584.0	22119.3	27593.0	0.034937532888397106	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
XBP1	JASPAR2024|000675|MA0844.2	1.0	0.5123	1631.0	3584.0	12448.2	27593.0	0.023012795836393162	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.6068	3471.0	3584.0	26685.4	27593.0	0.05771228691027879	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.6257	243.0	3584.0	1861.0	27593.0	0.010551908547841238	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.6257	3582.0	3584.0	27552.8	27593.0	1.0818422864377326	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.8103	3437.0	3584.0	26483.9	27593.0	-0.034458373147395804	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.8758	2932.0	3584.0	22696.2	27593.0	-0.04434276898253408	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.8768	2917.0	3584.0	22610.4	27593.0	-0.05401007279156277	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.9703	368.0	3584.0	3099.4	27593.0	-0.14361446269504585	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.0001	0.0002	1392.0	3586.0	9802.0	27539.0	0.1993660997990755	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.068	3574.0	3586.0	27429.4	27539.0	0.19887846363937248	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.4646	1252.0	3586.0	9481.6	27539.0	0.031048629478973497	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.6692	3264.0	3586.0	25068.4	27539.0	-0.0031824179646191995	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.7678	2573.0	3586.0	19807.3	27539.0	-0.01273209936817579	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.9735	751.0	3586.0	5901.9	27539.0	-0.04159125916141315	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3048.0	3586.0	23755.9	27539.0	-0.14940345233949537	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	532.0	3586.0	4553.6	27539.0	-0.18457153076502353	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPB	JASPAR2024|000235|MA0466.4	1e-05	0.0002	289.0	3586.0	1718.1	27534.0	0.3992447249050144	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
XBP1	JASPAR2024|000675|MA0844.2	0.0001	0.0002	1740.0	3586.0	12387.4	27534.0	0.2048185171645	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
NR3C2	JASPAR2024|000539|MA0727.2	0.01	0.0272	284.0	3586.0	1863.3	27534.0	0.24677377123345243	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
CREB3L2	JASPAR2024|000025|MA0608.1	0.01	0.0429	1858.0	3586.0	13712.0	27534.0	0.11614503566067326	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
NKX2-1	JASPAR2024|000822|MA1994.2	0.01	0.0429	3446.0	3586.0	26236.2	27534.0	0.27959940024191876	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.0816	1370.0	3586.0	10075.6	27534.0	0.09944428507812057	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.1097	2544.0	3586.0	19154.6	27534.0	0.09461118321724005	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
NFATC4	JASPAR2024|000506|MA1525.3	0.1	0.1261	2523.0	3586.0	19018.2	27534.0	0.08748609441523578	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.1967	2633.0	3586.0	19933.2	27534.0	0.07478517386307387	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.3273	3563.0	3586.0	27317.9	27534.0	0.26579442102596157	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.4371	2816.0	3586.0	21479.7	27534.0	0.04318039477908707	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.6202	3470.0	3586.0	26611.5	27534.0	0.04713918822920385	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.6202	2952.0	3586.0	22599.3	27534.0	0.02311544156590687	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.6202	414.0	3586.0	3133.3	27534.0	0.02479092636929846	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.6202	2070.0	3586.0	15841.4	27534.0	0.011145787839311071	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.6202	3175.0	3586.0	24348.1	27534.0	0.014179901870317365	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.6202	3570.0	3586.0	27406.8	27534.0	0.01185840915498427	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.6202	2944.0	3586.0	22599.5	27534.0	0.0010535312599344242	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.6202	2879.0	3586.0	22106.4	27534.0	-0.0009612601524888004	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.6202	3444.0	3586.0	26456.2	27534.0	-0.021541849327395543	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.7351	3581.0	3586.0	27502.3	27534.0	-0.39138549199282785	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.0001	0.0001	1399.0	3584.0	9800.0	27483.0	0.20842469729213145	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.01	0.0054	3322.0	3584.0	25123.8	27483.0	0.24947182997212378	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF33B	CIS-BP2.00|000777|M07710_2.00	0.1	0.0438	1292.0	3584.0	9461.3	27483.0	0.10283110967548327	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.5078	2601.0	3584.0	19845.3	27483.0	0.025817631355974088	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	0.5078	3088.0	3584.0	23622.1	27483.0	0.024068860438773307	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.9172	3564.0	3584.0	27375.5	27483.0	-0.5438045413240137	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	736.0	3584.0	5852.2	27483.0	-0.06549884014641572	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	520.0	3584.0	4527.8	27483.0	-0.2158706556248406	FALSE	patient	TCGA-MP-A4SV	TCGA-MP-A4SV
