TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.871	3164.0	3587.0	24347.1	27573.0	-0.014238660444959703	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.871	3582.0	3587.0	27566.8	27573.0	-2.6591898871129254	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
CREB3L2	CIS-BP2.00|000117|M01812_2.00	1.0	0.8813	1787.0	3587.0	13776.5	27573.0	-0.008361523381875046	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.9538	3557.0	3587.0	27384.2	27573.0	-0.3106411505787856	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
CREB3L2	JASPAR2024|000025|MA0608.1	1.0	0.9538	1772.0	3587.0	13699.7	27573.0	-0.01641526450521521	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
XBP1	CIS-BP2.00|000375|M04231_2.00	1.0	0.9686	3266.0	3587.0	25187.4	27573.0	-0.055149435786853815	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.9875	2933.0	3587.0	22660.6	27573.0	-0.04141321941883723	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	390.0	3587.0	3122.1	27573.0	-0.06445251391939918	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2926.0	3587.0	22676.7	27573.0	-0.06596812336462878	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3400.0	3587.0	26259.3	27573.0	-0.13981478498443808	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	227.0	3587.0	1854.3	27573.0	-0.0912272222134637	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3587.0	27587.0	27573.0	-5.7515258492530235	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3587.0	27587.0	27573.0	-5.7515258492530235	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
FOXA2	JASPAR2024|000357|MA0047.4	1.0	1.0	2755.0	3587.0	21443.2	27573.0	-0.07973232472087383	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3263.0	3587.0	25301.9	27573.0	-0.14736385692240442	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2835.0	3587.0	22095.9	27573.0	-0.0983558493540741	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2905.0	3587.0	22627.0	27573.0	-0.10371171159338799	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3058.0	3587.0	23802.8	27573.0	-0.1281356323171678	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3423.0	3587.0	26500.5	27573.0	-0.2470122954069987	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2629.0	3587.0	20598.1	27573.0	-0.10626027214661218	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	544.0	3587.0	4533.6	27573.0	-0.13748107200792015	FALSE	patient	TCGA-91-A4BD	TCGA-91-A4BD
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-12	0.0	1583.0	3584.0	10521.3	27535.0	0.35539303719330123	TRUE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CEBPB	JASPAR2024|000235|MA0466.4	1e-05	0.0001	291.0	3584.0	1717.5	27535.0	0.41152154294535814	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-05	0.0001	162.0	3584.0	866.5	27535.0	0.5464490076705961	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
NFATC4	JASPAR2024|000506|MA1525.3	0.001	0.0076	2586.0	3584.0	19187.2	27535.0	0.17253942094345515	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.01	0.0098	1367.0	3584.0	9817.7	27535.0	0.15427574533363805	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.01	0.0109	2202.0	3584.0	16238.4	27535.0	0.14836110491661628	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.01	0.0118	3577.0	3584.0	27389.2	27535.0	1.349285571448574	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0239	1710.0	3584.0	12526.9	27535.0	0.12861466583649506	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ETV1	JASPAR2024|000311|MA0761.3	0.01	0.0275	3570.0	3584.0	27328.7	27535.0	0.8978661747753028	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.0676	1635.0	3584.0	12057.6	27535.0	0.10683474937919289	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.1	0.07	1886.0	3584.0	13994.7	27535.0	0.1038317547448397	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.3864	3278.0	3584.0	25008.4	27535.0	0.11218997239256287	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.42	1359.0	3584.0	10171.2	27535.0	0.060510086178368463	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CREB3L2	CIS-BP2.00|000117|M01812_2.00	1.0	0.42	1836.0	3584.0	13834.2	27535.0	0.05686252477910445	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.4234	1332.0	3584.0	9985.5	27535.0	0.05610064569483006	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
XBP1	CIS-BP2.00|000375|M04231_2.00	1.0	0.4534	3296.0	3584.0	25186.4	27535.0	0.09179832564299133	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.4534	1260.0	3584.0	9460.3	27535.0	0.05105321553042608	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CREB3L2	JASPAR2024|000025|MA0608.1	1.0	0.4594	1819.0	3584.0	13756.8	27535.0	0.04570765309853675	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.5171	255.0	3584.0	1862.5	27535.0	0.08064196758649118	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.5171	3573.0	3584.0	27421.0	27535.0	0.3757440344191803	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.5249	3475.0	3584.0	26632.6	27535.0	0.1057074291805383	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.5508	2512.0	3584.0	19156.8	27535.0	0.03505002892477521	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.5508	3583.0	3584.0	27513.1	27535.0	0.9597606655307286	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF75D	CIS-BP2.00|000750|M07683_2.00	1.0	0.6453	2242.0	3584.0	17122.0	27535.0	0.022747579733649867	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.7417	1313.0	3584.0	10024.0	27535.0	0.014543282486824337	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.7417	2582.0	3584.0	19782.7	27535.0	0.013679659720496968	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.7695	3154.0	3584.0	24203.4	27535.0	0.012590282185147732	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.7741	3577.0	3584.0	27472.2	27535.0	0.1362679664372258	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.7741	3167.0	3584.0	24311.1	27535.0	0.00895430553155481	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.7821	2785.0	3584.0	21390.0	27535.0	0.0013984701326971972	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.7821	3439.0	3584.0	26415.2	27535.0	0.003669178276402962	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.8094	765.0	3584.0	5898.6	27535.0	-0.0060380171601262	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.851	2021.0	3584.0	15578.8	27535.0	-0.011164161600155304	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	0.851	3088.0	3584.0	23763.6	27535.0	-0.01837972360256576	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.851	2565.0	3584.0	19770.7	27535.0	-0.01700151665039586	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.9261	3404.0	3584.0	26200.1	27535.0	-0.056883808781594304	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	386.0	3584.0	3099.2	27535.0	-0.0700298048641909	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27533.4	27535.0	-0.8709758476889677	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27533.4	27535.0	-0.8709758476889677	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2911.0	3584.0	22579.8	27535.0	-0.0758911260532378	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2841.0	3584.0	22050.3	27535.0	-0.0729667996232218	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2897.0	3584.0	22547.4	27535.0	-0.10105373834785851	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3574.0	3584.0	27489.4	27535.0	-0.8087108786439983	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2626.0	3584.0	20562.1	27535.0	-0.10579730419697057	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2903.0	3584.0	22644.8	27535.0	-0.12009130385427674	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3241.0	3584.0	25212.7	27535.0	-0.20196282024746168	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	502.0	3584.0	4480.5	27535.0	-0.25371835907712587	FALSE	patient	TCGA-93-A4JN	TCGA-93-A4JN
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-13	0.0	200.0	3584.0	876.6	27566.0	0.8501401780708765	TRUE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-12	0.0	1560.0	3584.0	10417.1	27566.0	0.3435778677235293	TRUE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CEBPB	JASPAR2024|000235|MA0466.4	0.0001	0.0003	286.0	3584.0	1720.4	27566.0	0.383508372139032	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.0001	0.0008	1909.0	3584.0	13816.4	27566.0	0.18161137958128445	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0008	1898.0	3584.0	13741.9	27566.0	0.1794314375447093	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NFATC4	JASPAR2024|000506|MA1525.3	0.001	0.0041	2574.0	3584.0	19129.4	27566.0	0.16821272239589463	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.001	0.0053	3312.0	3584.0	25095.8	27566.0	0.2591093891950524	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
XBP1	CIS-BP2.00|000375|M04231_2.00	0.001	0.0053	3324.0	3584.0	25198.7	27566.0	0.2620232985959087	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.01	0.0079	1364.0	3584.0	9844.8	27566.0	0.14549775526295972	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.0097	1922.0	3584.0	14138.5	27566.0	0.1351936125343161	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXD2	JASPAR2024|000361|MA0847.4	0.01	0.0111	1389.0	3584.0	10072.0	27566.0	0.13649592693728907	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0223	1693.0	3584.0	12454.8	27566.0	0.11938340600390428	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.01	0.024	1383.0	3584.0	10097.0	27566.0	0.12067597065357445	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.098	2183.0	3584.0	16381.1	27566.0	0.08921136345493036	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.098	1633.0	3584.0	12142.4	27566.0	0.08845629117332268	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.1131	3576.0	3584.0	27488.5	27566.0	0.2557052990755233	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.1549	3566.0	3584.0	27400.8	27566.0	0.22131296478226567	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.1947	3431.0	3584.0	26280.8	27566.0	0.1291181083485993	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF75D	CIS-BP2.00|000750|M07683_2.00	1.0	0.2896	2264.0	3584.0	17167.4	27566.0	0.05485333445115569	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.3556	3570.0	3584.0	27457.9	27566.0	-0.038150241008012606	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.368	1360.0	3584.0	10253.4	27566.0	0.04634719471240329	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.384	2598.0	3584.0	19815.6	27566.0	0.043050793361556296	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.384	3579.0	3584.0	27541.5	27566.0	-0.7593787706037344	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.4565	2606.0	3584.0	19916.8	27566.0	0.03292309136380218	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.6823	1246.0	3584.0	9516.8	27566.0	0.015650059773834667	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.81	3444.0	3584.0	26508.2	27566.0	-0.030992822628739945	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.81	2044.0	3584.0	15714.6	27566.0	0.0013162867834549622	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.81	2498.0	3584.0	19218.0	27566.0	-0.0015327822535398498	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.8414	3582.0	3584.0	27583.9	27566.0	-5.266742085427019	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.868	3464.0	3584.0	26685.7	27566.0	-0.07559350274381466	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.868	2789.0	3584.0	21506.9	27566.0	-0.017465945893549818	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	232.0	3584.0	1853.2	27566.0	-0.05589962016898861	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2661.0	3584.0	20619.3	27566.0	-0.0424711033544031	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3577.0	3584.0	27557.3	27566.0	-2.6506937814839584	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2859.0	3584.0	22141.9	27566.0	-0.05050755229341128	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	394.0	3584.0	3132.6	27566.0	-0.05246389435968117	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	752.0	3584.0	5919.8	27566.0	-0.041907552238635	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3133.0	3584.0	24247.9	27566.0	-0.07426580272531602	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2918.0	3584.0	22630.5	27566.0	-0.0663357472410058	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2927.0	3584.0	22704.1	27566.0	-0.06863776390323165	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3151.0	3584.0	24409.4	27566.0	-0.08885975734163903	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3267.0	3584.0	25303.2	27566.0	-0.11948988613632644	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27603.6	27566.0	-2.9450387671711007	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27603.6	27566.0	-2.9450387671711007	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2907.0	3584.0	22595.2	27566.0	-0.08286683887490601	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3044.0	3584.0	23746.2	27566.0	-0.14213041138382262	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	523.0	3584.0	4542.1	27566.0	-0.2064038588126478	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-15	0.0	205.0	3584.0	854.3	27647.0	0.9305366637865563	TRUE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-13	0.0	1575.0	3584.0	10427.6	27647.0	0.37257361890936247	TRUE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.001	0.0105	1381.0	3584.0	9930.6	27647.0	0.1615394279566663	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.041	3579.0	3584.0	27519.0	27647.0	1.6035686573197925	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.0487	1916.0	3584.0	14177.1	27647.0	0.12610167129141678	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF75D	JASPAR2024|000169|MA1601.2	0.01	0.0487	2576.0	3584.0	19325.1	27647.0	0.13775983798196145	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.01	0.0647	2308.0	3584.0	17269.3	27647.0	0.12006706307086534	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NFATC4	JASPAR2024|000506|MA1525.3	0.1	0.0742	2553.0	3584.0	19206.5	27647.0	0.1215858695222256	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.0742	3301.0	3584.0	25157.1	27647.0	0.20515609501864812	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.0815	1843.0	3584.0	13718.4	27647.0	0.10405417879625112	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.0815	1833.0	3584.0	13644.7	27647.0	0.1033310746461723	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
XBP1	JASPAR2024|000675|MA0844.2	0.1	0.0927	1660.0	3584.0	12339.9	27647.0	0.09799300095169011	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.1149	1356.0	3584.0	10038.4	27647.0	0.09453606523780526	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.1226	2183.0	3584.0	16421.4	27647.0	0.09090654710131994	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.138	3292.0	3584.0	25154.3	27647.0	0.1579117145129438	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1579	3573.0	3584.0	27493.1	27647.0	0.8032808546302963	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.1723	3566.0	3584.0	27431.6	27647.0	0.6014818776352985	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.1	0.1845	1336.0	3584.0	9970.6	27647.0	0.07553766995696758	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	JASPAR2024|000235|MA0466.4	0.1	0.2384	237.0	3584.0	1679.5	27647.0	0.13311712988848615	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.2451	791.0	3584.0	5857.5	27647.0	0.07577353330705479	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.4572	1258.0	3584.0	9514.4	27647.0	0.04390921673897183	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.5859	2808.0	3584.0	21530.1	27647.0	0.039343967232193584	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.6053	2598.0	3584.0	19915.5	27647.0	0.032273725089530136	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.6541	1582.0	3584.0	12095.9	27647.0	0.022888522192674877	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.6541	1335.0	3584.0	10195.1	27647.0	0.023254375196819065	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.6669	249.0	3584.0	1878.3	27647.0	0.03697302524344638	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8316	2065.0	3584.0	15904.4	27647.0	0.0052363924857901	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.8737	409.0	3584.0	3158.6	27647.0	-0.0005059519867172287	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3440.0	3584.0	26562.8	27647.0	-0.040589549396069353	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3159.0	3584.0	24430.0	27647.0	-0.032206108078415036	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
