TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.8738	2789.0	3584.0	21506.9	27616.0	-0.005610580221619332	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.9976	232.0	3584.0	1853.2	27616.0	-0.05309699626882003	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2661.0	3584.0	20619.3	27616.0	-0.03212500582523955	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3577.0	3584.0	27557.3	27616.0	0.03519762808788199	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2859.0	3584.0	22141.9	27616.0	-0.03727075361492821	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	394.0	3584.0	3132.6	27616.0	-0.04951467026681399	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	752.0	3584.0	5919.8	27616.0	-0.038579027755457754	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3133.0	3584.0	24247.9	27616.0	-0.052691422918248576	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2918.0	3584.0	22630.5	27616.0	-0.051795258898922995	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2927.0	3584.0	22704.1	27616.0	-0.0538783046417283	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3151.0	3584.0	24409.4	27616.0	-0.06619037666783555	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3267.0	3584.0	25303.2	27616.0	-0.08796533855944315	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27603.6	27616.0	1.7442603933649536	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27603.6	27616.0	1.7442603933649536	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2907.0	3584.0	22595.2	27616.0	-0.06842908412297445	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3044.0	3584.0	23746.2	27616.0	-0.12337094699373814	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	523.0	3584.0	4542.1	27616.0	-0.2032742857942055	FALSE	patient	TCGA-93-A4JO	TCGA-93-A4JO
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-15	0.0	205.0	3584.0	854.3	27643.0	0.930321265440298	TRUE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-13	0.0	1575.0	3584.0	10427.6	27643.0	0.37223845723520294	TRUE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.001	0.0115	1381.0	3584.0	9930.6	27643.0	0.1612136694038056	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.0388	3579.0	3584.0	27519.0	27643.0	1.5579460401939953	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.052	1916.0	3584.0	14177.1	27643.0	0.12567320315815864	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF75D	JASPAR2024|000169|MA1601.2	0.01	0.0564	2576.0	3584.0	19325.1	27643.0	0.13706626792827403	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.01	0.0815	2308.0	3584.0	17269.3	27643.0	0.11951090761559051	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NFATC4	JASPAR2024|000506|MA1525.3	0.1	0.0963	2553.0	3584.0	19206.5	27643.0	0.12090204676223062	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.0981	3301.0	3584.0	25157.1	27643.0	0.20283702195717862	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.1204	1843.0	3584.0	13718.4	27643.0	0.10363982259839039	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1211	1833.0	3584.0	13644.7	27643.0	0.1029188996131163	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
XBP1	JASPAR2024|000675|MA0844.2	0.1	0.1489	1660.0	3584.0	12339.9	27643.0	0.09761596377598956	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.1817	1356.0	3584.0	10038.4	27643.0	0.09420831221837697	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.2006	2183.0	3584.0	16421.4	27643.0	0.09039240519019724	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.2253	3292.0	3584.0	25154.3	27643.0	0.15559524798943358	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.2488	3573.0	3584.0	27493.1	27643.0	0.7654126690398536	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.2728	3566.0	3584.0	27431.6	27643.0	0.5745022219849631	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.1	0.2973	1336.0	3584.0	9970.6	27643.0	0.0752111741811393	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	JASPAR2024|000235|MA0466.4	0.1	0.3509	237.0	3584.0	1679.5	27643.0	0.13289488617844353	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.3649	791.0	3584.0	5857.5	27643.0	0.0755086728251491	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.5426	1258.0	3584.0	9514.4	27643.0	0.04359093598452462	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.6439	2808.0	3584.0	21530.1	27643.0	0.03840031998601211	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.6767	2598.0	3584.0	19915.5	27643.0	0.03152718171406771	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.7229	1582.0	3584.0	12095.9	27643.0	0.02251740137957491	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.7243	1335.0	3584.0	10195.1	27643.0	0.022923679041497495	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.7565	249.0	3584.0	1878.3	27643.0	0.03674906687097484	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8443	2065.0	3584.0	15904.4	27643.0	0.004744889967340216	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.8774	409.0	3584.0	3158.6	27643.0	-0.0007416200450008684	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3440.0	3584.0	26562.8	27643.0	-0.04591954544981855	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3159.0	3584.0	24430.0	27643.0	-0.034000784149860554	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	1.0	3575.0	3584.0	27570.4	27643.0	-0.0030574661273342855	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2862.0	3584.0	22175.3	27643.0	-0.03364203497948043	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3404.0	3584.0	26305.8	27643.0	-0.06020964511567821	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3140.0	3584.0	24323.1	27643.0	-0.0521888697440832	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3459.0	3584.0	26731.8	27643.0	-0.08907671248852045	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	1.0	2560.0	3584.0	19924.1	27643.0	-0.046484564986213006	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF341	JASPAR2024|000712|MA1655.2	1.0	1.0	3580.0	3584.0	27612.1	27643.0	-0.14432611354523228	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27632.9	27643.0	1.459423075422391	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27632.9	27643.0	1.459423075422391	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3270.0	3584.0	25388.2	27643.0	-0.11441597442646273	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3049.0	3584.0	23742.7	27643.0	-0.09605821592994923	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
GATA6	JASPAR2024|000382|MA1104.3	1.0	1.0	2918.0	3584.0	22759.6	27643.0	-0.08985104264267105	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	561.0	3584.0	4598.7	27643.0	-0.10387524528470389	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3574.0	3584.0	27590.2	27643.0	-0.6046224971255431	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2630.0	3584.0	20675.1	27643.0	-0.10650990428371533	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2906.0	3584.0	22757.5	27643.0	-0.12078582093510548	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2889.0	3584.0	22714.9	27643.0	-0.14972345703063739	FALSE	patient	TCGA-93-A4JQ	TCGA-93-A4JQ
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-12	0.0	192.0	3584.0	851.1	27526.0	0.829771679813158	TRUE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-11	0.0	1543.0	3584.0	10338.1	27526.0	0.3299703351531672	TRUE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPB	JASPAR2024|000235|MA0466.4	1e-11	0.0	323.0	3584.0	1688.1	27526.0	0.6019192007780596	TRUE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.0001	0.0003	1953.0	3584.0	14035.2	27526.0	0.20279062193216235	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.0001	0.0008	1398.0	3584.0	9863.2	27526.0	0.1958109828729622	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.01	0.0412	2195.0	3584.0	16273.4	27526.0	0.12774615848602627	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
XBP1	JASPAR2024|000675|MA0844.2	0.01	0.0548	1696.0	3584.0	12463.9	27526.0	0.1184780282865586	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.1093	1862.0	3584.0	13819.8	27526.0	0.10082878201703248	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1589	1846.0	3584.0	13744.0	27526.0	0.09093337173245808	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.173	1622.0	3584.0	12038.1	27526.0	0.08904631404379854	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.204	3573.0	3584.0	27389.3	27526.0	0.6383456770750026	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.2549	1339.0	3584.0	9940.3	27526.0	0.0776677756390016	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.2565	3303.0	3584.0	25172.2	27526.0	0.1342986250473133	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.1	0.3201	1336.0	3584.0	9955.0	27526.0	0.06916862650587582	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ETV1	CIS-BP2.00|000457|M04708_2.00	0.1	0.3278	3580.0	3584.0	27468.2	27526.0	0.7559433149366939	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.4174	3574.0	3584.0	27418.4	27526.0	0.4245479536429502	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.4753	2526.0	3584.0	19191.3	27526.0	0.051917603948801606	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NFATC4	JASPAR2024|000506|MA1525.3	1.0	0.4934	2503.0	3584.0	19022.6	27526.0	0.04935696049576031	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.5125	3167.0	3584.0	24189.8	27526.0	0.06556174133582338	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.5427	1344.0	3584.0	10138.3	27526.0	0.041470714402458364	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.5941	3583.0	3584.0	27510.1	27526.0	0.5101150637860442	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF75D	CIS-BP2.00|000750|M07683_2.00	1.0	0.6004	2253.0	3584.0	17151.3	27526.0	0.0338941803449093	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.6031	3474.0	3584.0	26627.6	27526.0	0.08604205411152743	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.6489	1241.0	3584.0	9408.7	27526.0	0.028683279021390312	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.6678	2593.0	3584.0	19811.5	27526.0	0.02657922795827318	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.6755	3271.0	3584.0	25061.8	27526.0	0.03738006330055161	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.7254	2592.0	3584.0	19835.9	27526.0	0.018222821931630898	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.74	246.0	3584.0	1851.2	27526.0	0.03391835824617753	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.8008	769.0	3584.0	5874.6	27526.0	0.010410397730461037	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.8228	3559.0	3584.0	27330.5	27526.0	0.0014927616505326367	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8642	2045.0	3584.0	15705.0	27526.0	0.0001349035367760846	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.8884	2943.0	3584.0	22612.5	27526.0	-0.004171182845913093	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	0.9365	2935.0	3584.0	22583.8	27526.0	-0.01574412321172785	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.9526	2781.0	3584.0	21416.9	27526.0	-0.018140341891259657	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.9652	2938.0	3584.0	22626.1	27526.0	-0.022690769695175538	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.9714	3409.0	3584.0	26218.9	27526.0	-0.04562423500053948	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2655.0	3584.0	20554.3	27526.0	-0.04533271586543104	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA1	JASPAR2024|000356|MA0148.5	1.0	1.0	2847.0	3584.0	22037.0	27526.0	-0.056233026718061276	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3432.0	3584.0	26449.3	27526.0	-0.12552020080179208	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27531.5	27526.0	-2.9412656177557848	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27531.5	27526.0	-2.9412656177557848	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3576.0	3584.0	27489.2	27526.0	-0.8086299317927583	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3266.0	3584.0	25252.0	27526.0	-0.11442451999966582	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA3	JASPAR2024|000358|MA1683.2	1.0	1.0	3137.0	3584.0	24313.1	27526.0	-0.10993516868571801	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	368.0	3584.0	3124.0	27526.0	-0.16042345213299666	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	543.0	3584.0	4534.8	27526.0	-0.1425878114571581	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3031.0	3584.0	23711.2	27526.0	-0.18235409273757638	FALSE	patient	TCGA-L4-A4E6	TCGA-L4-A4E6
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-17	0.0	213.0	3584.0	853.7	27572.0	0.9860548837506466	TRUE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-10	0.0	1555.0	3584.0	10479.6	27572.0	0.3219987588426101	TRUE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPB	JASPAR2024|000235|MA0466.4	1e-05	0.0001	295.0	3584.0	1741.1	27572.0	0.4140023412214407	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.0001	0.0005	1392.0	3584.0	9802.0	27572.0	0.2033631173940079	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.001	0.0055	1674.0	3584.0	12104.1	27572.0	0.16354868941203607	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.0274	1913.0	3584.0	14081.8	27572.0	0.13315277201512202	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NFATC4	JASPAR2024|000506|MA1525.3	0.01	0.0283	2569.0	3584.0	19185.1	27572.0	0.1455690945901324	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPA	CIS-BP2.00|000926|M08076_2.00	0.01	0.0569	1396.0	3584.0	10197.0	27572.0	0.1207121761533193	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.0802	3578.0	3584.0	27464.0	27572.0	1.1209703716994877	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.0994	2638.0	3584.0	19853.9	27572.0	0.11599590946069842	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.1062	2185.0	3584.0	16332.0	27572.0	0.10401246243081927	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1156	3574.0	3584.0	27429.4	27572.0	0.8286264337976399	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.123	1856.0	3584.0	13815.2	27572.0	0.09695340586756078	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1553	1841.0	3584.0	13736.8	27572.0	0.0891921930030279	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.1	0.1932	2278.0	3584.0	17146.0	27572.0	0.08471807786989781	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.2164	3566.0	3584.0	27370.2	27572.0	0.5108476909135146	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.1	0.2498	1342.0	3584.0	9991.5	27572.0	0.07498585371934498	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXD2	JASPAR2024|000361|MA0847.4	0.1	0.284	1339.0	3584.0	9989.1	27572.0	0.0703731056782776	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.319	2827.0	3584.0	21503.3	27572.0	0.07519587330838577	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.3221	3580.0	3584.0	27512.0	27572.0	0.8070839679689329	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.338	3427.0	3584.0	26242.8	27572.0	0.14095648143410047	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.3476	2079.0	3584.0	15720.5	27572.0	0.058431519162209296	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.3904	2523.0	3584.0	19181.2	27572.0	0.05655736769346513	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.4097	3188.0	3584.0	24374.8	27572.0	0.07717163549276247	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
XBP1	CIS-BP2.00|000375|M04231_2.00	1.0	0.4195	3292.0	3584.0	25196.6	27572.0	0.08596323141621426	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.5482	1252.0	3584.0	9481.6	27572.0	0.034919191200975135	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.6291	2887.0	3584.0	22119.3	27572.0	0.02939245662944073	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
XBP1	JASPAR2024|000675|MA0844.2	1.0	0.652	1631.0	3584.0	12448.2	27572.0	0.021011011820789575	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.7035	3264.0	3584.0	25068.4	27572.0	0.02493116791024279	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.7529	3471.0	3584.0	26685.4	27572.0	0.023957855203089504	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	0.7749	2684.0	3584.0	20622.6	27572.0	0.006658137831071279	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.7914	243.0	3584.0	1861.0	27572.0	0.009374060886636592	FALSE	patient	TCGA-L9-A8F4	TCGA-L9-A8F4
