#Name (cmd = mergePeaks /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/bg.clean.pos /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos -d given -cobound 1 -prefix /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/0.0279205453853173.2.tmp)	chr	start	end	strand	stat	stat2	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos
BGbg_4216	chr12	67069553	67069871	+	0.000	0.000	target_2868
BGbg_4217	chr12	67161473	67161623	+	0.000	0.000	target_2869
BGbg_4218	chr12	67268699	67269001	+	0.000	0.000	target_2870
BGbg_4219	chr12	67269115	67269678	+	0.000	0.000	target_2871
BGbg_4220	chr12	67441849	67442007	+	0.000	0.000	target_2872
BGbg_4221	chr12	67647870	67648127	+	0.000	0.000	target_2873
BGbg_4222	chr12	67648550	67648954	+	0.000	0.000	target_2874
BGbg_4223	chr12	68223161	68223435	+	0.000	0.000	target_2875
BGbg_4224	chr12	68332246	68332688	+	0.000	0.000	target_2876
BGbg_4226	chr12	68610638	68610982	+	0.000	0.000	target_2877
BGbg_4227	chr12	68686651	68687098	+	0.000	0.000	target_2878
BGbg_4228	chr12	68745926	68746302	+	0.000	0.000	target_2879
BGbg_4229	chr12	68807913	68808289	+	0.000	0.000	target_2880
BGbg_4230	chr12	68808638	68809035	+	0.000	0.000	target_2881
BGbg_4234	chr12	69070410	69070619	+	0.000	0.000	target_2882
BGbg_4235	chr12	69239365	69239686	+	0.000	0.000	target_2883
BGbg_4236	chr12	69291071	69291296	+	0.000	0.000	target_2884
BGbg_4237	chr12	69359646	69359873	+	0.000	0.000	target_2885
BGbg_4238	chr12	69360026	69360456	+	0.000	0.000	target_2886
BGbg_4240	chr12	69470201	69470491	+	0.000	0.000	target_2887
BGbg_4241	chr12	69585288	69585984	+	0.000	0.000	target_2888
BGbg_4243	chr12	69738358	69738512	+	0.000	0.000	target_2889
BGbg_4244	chr12	69738576	69739219	+	0.000	0.000	target_2890
BGbg_4245	chr12	69879445	69879637	+	0.000	0.000	target_2891
BGbg_4246	chr12	69900706	69900856	+	0.000	0.000	target_2892
BGbg_4247	chr12	70242713	70243011	+	0.000	0.000	target_2893
BGbg_4248	chr12	70243311	70243493	+	0.000	0.000	target_2894
BGbg_4249	chr12	70365760	70365910	+	0.000	0.000	target_2895
BGbg_4250	chr12	70366043	70366406	+	0.000	0.000	target_2896
BGbg_4251	chr12	70366758	70367189	+	0.000	0.000	target_2897
BGbg_4252	chr12	70577171	70577321	+	0.000	0.000	target_2898
BGbg_4253	chr12	70590033	70590247	+	0.000	0.000	target_2899
BGbg_4254	chr12	71392609	71392763	+	0.000	0.000	target_2900
BGbg_4255	chr12	71663797	71664148	+	0.000	0.000	target_2901
BGbg_4256	chr12	71664193	71664374	+	0.000	0.000	target_2902
BGbg_4257	chr12	71685990	71686507	+	0.000	0.000	target_2903
BGbg_4258	chr12	71754639	71754963	+	0.000	0.000	target_2904
BGbg_4259	chr12	71839601	71839805	+	0.000	0.000	target_2905
BGbg_4260	chr12	72017147	72017368	+	0.000	0.000	target_2906
BGbg_4261	chr12	73514770	73514993	+	0.000	0.000	target_2907
BGbg_4262	chr12	74021909	74022190	+	0.000	0.000	target_2908
BGbg_4264	chr12	74537320	74537533	+	0.000	0.000	target_2909
BGbg_4265	chr12	74537659	74538102	+	0.000	0.000	target_2910
BGbg_4267	chr12	75330012	75330459	+	0.000	0.000	target_2911
BGbg_4269	chr12	75391035	75391350	+	0.000	0.000	target_2912
BGbg_4270	chr12	75511538	75511894	+	0.000	0.000	target_2913
BGbg_4273	chr12	75944520	75944778	+	0.000	0.000	target_2914
BGbg_4274	chr12	75977930	75978242	+	0.000	0.000	target_2915
BGbg_4275	chr12	76031447	76031928	+	0.000	0.000	target_2916
BGbg_4276	chr12	76084535	76084909	+	0.000	0.000	target_2917
BGbg_4277	chr12	76137510	76137733	+	0.000	0.000	target_2918
BGbg_4278	chr12	76180525	76180675	+	0.000	0.000	target_2919
BGbg_4279	chr12	76348286	76348591	+	0.000	0.000	target_2920
BGbg_4280	chr12	76559825	76560065	+	0.000	0.000	target_2921
BGbg_4281	chr12	76763862	76764355	+	0.000	0.000	target_2922
BGbg_4282	chr12	76764394	76764597	+	0.000	0.000	target_2923
BGbg_4283	chr12	76878900	76879285	+	0.000	0.000	target_2924
BGbg_4284	chr12	77065467	77066025	+	0.000	0.000	target_2925
BGbg_4285	chr12	77324779	77324997	+	0.000	0.000	target_2926
BGbg_4286	chr12	77925583	77925764	+	0.000	0.000	target_2927
BGbg_4288	chr12	78470666	78470816	+	0.000	0.000	target_2928
BGbg_4289	chr12	79344938	79345153	+	0.000	0.000	target_2929
BGbg_4290	chr12	79408029	79408179	+	0.000	0.000	target_2930
BGbg_4291	chr12	79420283	79420461	+	0.000	0.000	target_2931
BGbg_4293	chr12	79690193	79690343	+	0.000	0.000	target_2932
BGbg_4294	chr12	79690573	79690764	+	0.000	0.000	target_2933
BGbg_4296	chr12	79934896	79935391	+	0.000	0.000	target_2934
BGbg_4297	chr12	80837448	80837598	+	0.000	0.000	target_2935
BGbg_4300	chr12	82358322	82358989	+	0.000	0.000	target_2936
BGbg_4301	chr12	82527276	82527426	+	0.000	0.000	target_2937
BGbg_4302	chr12	82685768	82686022	+	0.000	0.000	target_2938
BGbg_4303	chr12	82686470	82686643	+	0.000	0.000	target_2939
BGbg_4304	chr12	82686722	82686922	+	0.000	0.000	target_2940
BGbg_4306	chr12	85076769	85076965	+	0.000	0.000	target_2941
BGbg_4308	chr12	86256336	86256486	+	0.000	0.000	target_2942
BGbg_4310	chr12	87995748	87995918	+	0.000	0.000	target_2943
BGbg_4311	chr12	88035383	88035815	+	0.000	0.000	target_2944
BGbg_4312	chr12	88141825	88142465	+	0.000	0.000	target_2945
BGbg_4313	chr12	88580338	88580595	+	0.000	0.000	target_2946
BGbg_4314	chr12	89019633	89019871	+	0.000	0.000	target_2947
BGbg_4316	chr12	89352322	89352822	+	0.000	0.000	target_2948
BGbg_4317	chr12	89354019	89354288	+	0.000	0.000	target_2949
BGbg_4319	chr12	89524786	89524936	+	0.000	0.000	target_2950
BGbg_4320	chr12	89526055	89526260	+	0.000	0.000	target_2951
BGbg_4321	chr12	89708770	89709128	+	0.000	0.000	target_2952
BGbg_4322	chr12	89709309	89709801	+	0.000	0.000	target_2953
BGbg_4326	chr12	91355473	91355693	+	0.000	0.000	target_2954
BGbg_4327	chr12	92144193	92144343	+	0.000	0.000	target_2955
BGbg_4328	chr12	92145765	92146317	+	0.000	0.000	target_2956
BGbg_4329	chr12	92827939	92828110	+	0.000	0.000	target_2957
BGbg_4331	chr12	92929169	92929627	+	0.000	0.000	target_2958
BGbg_4332	chr12	93377756	93377973	+	0.000	0.000	target_2959
BGbg_4333	chr12	93441844	93442391	+	0.000	0.000	target_2960
BGbg_4334	chr12	93467337	93467590	+	0.000	0.000	target_2961
BGbg_4335	chr12	93467692	93467908	+	0.000	0.000	target_2962
BGbg_4338	chr12	93570755	93571068	+	0.000	0.000	target_2963
BGbg_4339	chr12	93677215	93677543	+	0.000	0.000	target_2964
BGbg_4340	chr12	93742265	93742587	+	0.000	0.000	target_2965
BGbg_4341	chr12	94101481	94101663	+	0.000	0.000	target_2966
BGbg_4342	chr12	94459765	94460111	+	0.000	0.000	target_2967
BGbg_4343	chr12	95003596	95003902	+	0.000	0.000	target_2968
BGbg_4344	chr12	95073562	95073793	+	0.000	0.000	target_2969
BGbg_4347	chr12	95217443	95217872	+	0.000	0.000	target_2970
BGbg_4349	chr12	95473800	95474228	+	0.000	0.000	target_2971
BGbg_4353	chr12	95858795	95859048	+	0.000	0.000	target_2972
BGbg_4355	chr12	95942736	95943167	+	0.000	0.000	target_2973
BGbg_4356	chr12	96035482	96035834	+	0.000	0.000	target_2974
BGbg_4357	chr12	96400301	96400716	+	0.000	0.000	target_2975
BGbg_4358	chr12	96445835	96446035	+	0.000	0.000	target_2976
BGbg_4359	chr12	96489377	96489662	+	0.000	0.000	target_2977
BGbg_4360	chr12	96907094	96907490	+	0.000	0.000	target_2978
BGbg_4361	chr12	97149028	97149229	+	0.000	0.000	target_2979
BGbg_4362	chr12	98397583	98397745	+	0.000	0.000	target_2980
BGbg_4364	chr12	98490961	98491310	+	0.000	0.000	target_2981
BGbg_4365	chr12	98503318	98503688	+	0.000	0.000	target_2982
BGbg_4366	chr12	98503779	98504108	+	0.000	0.000	target_2983
BGbg_4367	chr12	98515376	98515697	+	0.000	0.000	target_2984
BGbg_4368	chr12	98516321	98516555	+	0.000	0.000	target_2985
BGbg_4369	chr12	98532809	98532997	+	0.000	0.000	target_2986
BGbg_4370	chr12	98566985	98567167	+	0.000	0.000	target_2987
BGbg_4371	chr12	98572134	98572285	+	0.000	0.000	target_2988
BGbg_4372	chr12	98593420	98593811	+	0.000	0.000	target_2989
BGbg_4373	chr12	98644743	98645430	+	0.000	0.000	target_2990
BGbg_4375	chr12	98955412	98955594	+	0.000	0.000	target_2991
BGbg_4376	chr12	99984618	99985046	+	0.000	0.000	target_2992
BGbg_4377	chr12	100142830	100143157	+	0.000	0.000	target_2993
BGbg_4378	chr12	100154846	100154996	+	0.000	0.000	target_2994
BGbg_4380	chr12	100200623	100200874	+	0.000	0.000	target_2995
BGbg_4381	chr12	100266760	100267390	+	0.000	0.000	target_2996
BGbg_4382	chr12	100573482	100573812	+	0.000	0.000	target_2997
BGbg_4383	chr12	100573862	100574012	+	0.000	0.000	target_2998
BGbg_4385	chr12	100669068	100669223	+	0.000	0.000	target_2999
BGbg_4386	chr12	101279985	101280183	+	0.000	0.000	target_3000
BGbg_4387	chr12	101407711	101407866	+	0.000	0.000	target_3001
BGbg_4388	chr12	101407968	101408189	+	0.000	0.000	target_3002
BGbg_4390	chr12	101697503	101697707	+	0.000	0.000	target_3003
BGbg_4392	chr12	101830760	101831211	+	0.000	0.000	target_3004
BGbg_4393	chr12	101877400	101877771	+	0.000	0.000	target_3005
BGbg_4394	chr12	102026862	102027012	+	0.000	0.000	target_3006
BGbg_4395	chr12	102061981	102062225	+	0.000	0.000	target_3007
BGbg_4396	chr12	102095837	102095987	+	0.000	0.000	target_3008
BGbg_4397	chr12	102120034	102120564	+	0.000	0.000	target_3009
BGbg_4398	chr12	103575343	103575602	+	0.000	0.000	target_3010
BGbg_4399	chr12	103632614	103632879	+	0.000	0.000	target_3011
BGbg_4400	chr12	103841158	103841365	+	0.000	0.000	target_3012
BGbg_4401	chr12	103929650	103929835	+	0.000	0.000	target_3013
BGbg_4402	chr12	103930017	103930526	+	0.000	0.000	target_3014
BGbg_4403	chr12	103957071	103957258	+	0.000	0.000	target_3015
BGbg_4404	chr12	103965632	103965946	+	0.000	0.000	target_3016
BGbg_4405	chr12	104064354	104064588	+	0.000	0.000	target_3017
BGbg_4407	chr12	104138059	104138289	+	0.000	0.000	target_3018
BGbg_4410	chr12	104220025	104220184	+	0.000	0.000	target_3019
BGbg_4416	chr12	104456782	104456947	+	0.000	0.000	target_3020
BGbg_4419	chr12	104958241	104958404	+	0.000	0.000	target_3021
BGbg_4421	chr12	104986134	104986426	+	0.000	0.000	target_3022
BGbg_4423	chr12	105107595	105107818	+	0.000	0.000	target_3023
BGbg_4424	chr12	105236077	105236306	+	0.000	0.000	target_3024
BGbg_4425	chr12	105330468	105330687	+	0.000	0.000	target_3025
BGbg_4428	chr12	106149193	106149343	+	0.000	0.000	target_3026
BGbg_4429	chr12	106357640	106357832	+	0.000	0.000	target_3027
BGbg_4430	chr12	106357952	106358102	+	0.000	0.000	target_3028
BGbg_4431	chr12	106774073	106774374	+	0.000	0.000	target_3029
BGbg_4432	chr12	106774447	106774703	+	0.000	0.000	target_3030
BGbg_4434	chr12	106955468	106955697	+	0.000	0.000	target_3031
BGbg_4437	chr12	106987027	106987351	+	0.000	0.000	target_3032
BGbg_4438	chr12	107092145	107092369	+	0.000	0.000	target_3033
BGbg_4439	chr12	107093804	107094035	+	0.000	0.000	target_3034
BGbg_4442	chr12	107685669	107685903	+	0.000	0.000	target_3035
BGbg_4445	chr12	108514964	108515304	+	0.000	0.000	target_3036
BGbg_4447	chr12	108731729	108732314	+	0.000	0.000	target_3037
BGbg_4448	chr12	108838417	108838650	+	0.000	0.000	target_3038
BGbg_4450	chr12	109097911	109098142	+	0.000	0.000	target_3039
BGbg_4453	chr12	109573375	109573797	+	0.000	0.000	target_3040
BGbg_4454	chr12	109713547	109713908	+	0.000	0.000	target_3041
BGbg_4455	chr12	109880532	109880776	+	0.000	0.000	target_3042
BGbg_4458	chr12	109999057	109999207	+	0.000	0.000	target_3043
BGbg_4459	chr12	110048413	110048714	+	0.000	0.000	target_3044
BGbg_4465	chr12	110502022	110502307	+	0.000	0.000	target_3045
BGbg_4466	chr12	110583321	110583503	+	0.000	0.000	target_3046
BGbg_4467	chr12	110613889	110614142	+	0.000	0.000	target_3047
BGbg_4469	chr12	110742910	110743155	+	0.000	0.000	target_3048
BGbg_4473	chr12	111599662	111599823	+	0.000	0.000	target_3049
BGbg_4474	chr12	111685966	111686128	+	0.000	0.000	target_3050
BGbg_4475	chr12	111841849	111842154	+	0.000	0.000	target_3051
BGbg_4477	chr12	112125373	112125649	+	0.000	0.000	target_3052
BGbg_4478	chr12	112382357	112382523	+	0.000	0.000	target_3053
BGbg_4479	chr12	112418754	112418904	+	0.000	0.000	target_3054
BGbg_4486	chr12	113153335	113153540	+	0.000	0.000	target_3055
BGbg_4487	chr12	113184989	113185155	+	0.000	0.000	target_3056
BGbg_4490	chr12	113220978	113221534	+	0.000	0.000	target_3057
BGbg_4495	chr12	113966225	113966491	+	0.000	0.000	target_3058
BGbg_4496	chr12	114355886	114356036	+	0.000	0.000	target_3059
BGbg_4497	chr12	114668161	114668451	+	0.000	0.000	target_3060
BGbg_4498	chr12	114684125	114684641	+	0.000	0.000	target_3061
BGbg_4499	chr12	116277725	116277875	+	0.000	0.000	target_3062
BGbg_4507	chr12	116737974	116738386	+	0.000	0.000	target_3063
BGbg_4508	chr12	116819378	116819735	+	0.000	0.000	target_3064
BGbg_4509	chr12	116910874	116911024	+	0.000	0.000	target_3065
BGbg_4517	chr12	117969345	117969527	+	0.000	0.000	target_3066
BGbg_4518	chr12	118016504	118016839	+	0.000	0.000	target_3067
BGbg_4521	chr12	118135921	118136205	+	0.000	0.000	target_3068
BGbg_4522	chr12	118372830	118373196	+	0.000	0.000	target_3069
BGbg_4524	chr12	119667690	119668242	+	0.000	0.000	target_3070
BGbg_4525	chr12	119877294	119877585	+	0.000	0.000	target_3071
BGbg_4527	chr12	119988761	119989286	+	0.000	0.000	target_3072
BGbg_4528	chr12	119989553	119989737	+	0.000	0.000	target_3073
BGbg_4529	chr12	120086964	120087380	+	0.000	0.000	target_3074
BGbg_4530	chr12	120116830	120117028	+	0.000	0.000	target_3075
BGbg_4531	chr12	120117075	120117290	+	0.000	0.000	target_3076
BGbg_4533	chr12	120201015	120201417	+	0.000	0.000	target_3077
BGbg_4535	chr12	120291284	120291869	+	0.000	0.000	target_3078
BGbg_4536	chr12	120317457	120317830	+	0.000	0.000	target_3079
BGbg_4538	chr12	120437763	120438174	+	0.000	0.000	target_3080
BGbg_4540	chr12	120469716	120469956	+	0.000	0.000	target_3081
BGbg_4541	chr12	120495821	120496182	+	0.000	0.000	target_3082
BGbg_4542	chr12	120581306	120581659	+	0.000	0.000	target_3083
BGbg_4543	chr12	120640441	120640591	+	0.000	0.000	target_3084
BGbg_4544	chr12	120686360	120686593	+	0.000	0.000	target_3085
BGbg_4545	chr12	120686729	120687205	+	0.000	0.000	target_3086
BGbg_4551	chr12	121296736	121296933	+	0.000	0.000	target_3087
BGbg_4552	chr12	121352327	121352703	+	0.000	0.000	target_3088
BGbg_4553	chr12	121399801	121400218	+	0.000	0.000	target_3089
BGbg_4555	chr12	121467342	121467619	+	0.000	0.000	target_3090
BGbg_4556	chr12	121686860	121687240	+	0.000	0.000	target_3091
BGbg_4561	chr12	121794297	121794482	+	0.000	0.000	target_3092
BGbg_4563	chr12	121839470	121839872	+	0.000	0.000	target_3093
BGbg_4564	chr12	121888552	121888827	+	0.000	0.000	target_3094
BGbg_4568	chr12	122064056	122064356	+	0.000	0.000	target_3095
BGbg_4572	chr12	122225750	122226341	+	0.000	0.000	target_3096
BGbg_4575	chr12	122500849	122501148	+	0.000	0.000	target_3097
BGbg_4576	chr12	122526861	122527268	+	0.000	0.000	target_3098
BGbg_4577	chr12	122752528	122752847	+	0.000	0.000	target_3099
BGbg_4580	chr12	122966410	122966708	+	0.000	0.000	target_3100
BGbg_4581	chr12	122974649	122974852	+	0.000	0.000	target_3101
BGbg_4585	chr12	123232852	123233523	+	0.000	0.000	target_3102
BGbg_4587	chr12	123365164	123365405	+	0.000	0.000	target_3103
BGbg_4588	chr12	123383725	123384126	+	0.000	0.000	target_3104
BGbg_4589	chr12	123436531	123436875	+	0.000	0.000	target_3105
BGbg_4591	chr12	123584276	123584559	+	0.000	0.000	target_3106
BGbg_4592	chr12	123601999	123602167	+	0.000	0.000	target_3107
BGbg_4593	chr12	123633584	123633916	+	0.000	0.000	target_3108
BGbg_4594	chr12	123670962	123671112	+	0.000	0.000	target_3109
BGbg_4595	chr12	123712078	123712339	+	0.000	0.000	target_3110
BGbg_4596	chr12	123972618	123973309	+	0.000	0.000	target_3111
BGbg_4610	chr12	124863813	124864108	+	0.000	0.000	target_3112
BGbg_4613	chr12	124989030	124989240	+	0.000	0.000	target_3113
BGbg_4617	chr12	125237145	125237368	+	0.000	0.000	target_3114
BGbg_4618	chr12	125330994	125331355	+	0.000	0.000	target_3115
BGbg_4619	chr12	125773103	125773280	+	0.000	0.000	target_3116
BGbg_4620	chr12	126663465	126663615	+	0.000	0.000	target_3117
BGbg_4621	chr12	126874502	126874652	+	0.000	0.000	target_3118
BGbg_4624	chr12	127677616	127677766	+	0.000	0.000	target_3119
BGbg_4625	chr12	127926090	127926247	+	0.000	0.000	target_3120
BGbg_4626	chr12	128387907	128388102	+	0.000	0.000	target_3121
BGbg_4627	chr12	128583567	128583756	+	0.000	0.000	target_3122
BGbg_4628	chr12	128823764	128824139	+	0.000	0.000	target_3123
BGbg_4629	chr12	129914659	129914874	+	0.000	0.000	target_3124
BGbg_4632	chr12	130871667	130871943	+	0.000	0.000	target_3125
BGbg_4634	chr12	131609162	131609312	+	0.000	0.000	target_3126
BGbg_4635	chr12	131737143	131737294	+	0.000	0.000	target_3127
BGbg_4638	chr12	131896093	131896293	+	0.000	0.000	target_3128
BGbg_4639	chr12	131928982	131929263	+	0.000	0.000	target_3129
BGbg_4640	chr12	131949685	131950037	+	0.000	0.000	target_3130
BGbg_4641	chr12	132083948	132084321	+	0.000	0.000	target_3131
BGbg_4643	chr12	132189615	132190005	+	0.000	0.000	target_3132
BGbg_4647	chr12	132687300	132687617	+	0.000	0.000	target_3133
BGbg_4649	chr12	132986179	132986487	+	0.000	0.000	target_3134
BGbg_4650	chr12	133037187	133037541	+	0.000	0.000	target_3135
BGbg_4651	chr12	133080097	133080528	+	0.000	0.000	target_3136
BGbg_4652	chr12	133080898	133081048	+	0.000	0.000	target_3137
BGbg_4653	chr12	133130232	133130656	+	0.000	0.000	target_3138
BGbg_4654	chr13	19564919	19565100	+	0.000	0.000	target_3139
BGbg_4655	chr13	19601876	19602026	+	0.000	0.000	target_3140
BGbg_4656	chr13	19633300	19633742	+	0.000	0.000	target_3141
BGbg_4657	chr13	19863438	19863941	+	0.000	0.000	target_3142
BGbg_4658	chr13	19958486	19958779	+	0.000	0.000	target_3143
BGbg_4659	chr13	20127766	20127930	+	0.000	0.000	target_3144
BGbg_4660	chr13	20136854	20137009	+	0.000	0.000	target_3145
BGbg_4661	chr13	20566689	20566839	+	0.000	0.000	target_3146
BGbg_4662	chr13	20567007	20567221	+	0.000	0.000	target_3147
BGbg_4663	chr13	20704086	20704362	+	0.000	0.000	target_3148
BGbg_4665	chr13	20902654	20902995	+	0.000	0.000	target_3149
BGbg_4666	chr13	21061537	21061755	+	0.000	0.000	target_3150
BGbg_4668	chr13	21176557	21176736	+	0.000	0.000	target_3151
BGbg_4669	chr13	21298009	21298260	+	0.000	0.000	target_3152
BGbg_4671	chr13	21603768	21604002	+	0.000	0.000	target_3153
BGbg_4672	chr13	21604117	21604343	+	0.000	0.000	target_3154
BGbg_4676	chr13	23375349	23375694	+	0.000	0.000	target_3155
BGbg_4677	chr13	23375733	23375884	+	0.000	0.000	target_3156
BGbg_4679	chr13	23570288	23570893	+	0.000	0.000	target_3157
BGbg_4680	chr13	23579211	23579662	+	0.000	0.000	target_3158
BGbg_4681	chr13	23889233	23889648	+	0.000	0.000	target_3159
BGbg_4684	chr13	24160581	24160735	+	0.000	0.000	target_3160
BGbg_4685	chr13	24512443	24512894	+	0.000	0.000	target_3161
BGbg_4686	chr13	24728116	24728298	+	0.000	0.000	target_3162
BGbg_4687	chr13	24922761	24923110	+	0.000	0.000	target_3163
BGbg_4689	chr13	25114254	25114404	+	0.000	0.000	target_3164
BGbg_4690	chr13	25287211	25287553	+	0.000	0.000	target_3165
BGbg_4691	chr13	25301453	25301631	+	0.000	0.000	target_3166
BGbg_4692	chr13	26186518	26186750	+	0.000	0.000	target_3167
BGbg_4693	chr13	26221556	26222006	+	0.000	0.000	target_3168
BGbg_4694	chr13	26253765	26254243	+	0.000	0.000	target_3169
BGbg_4695	chr13	26557449	26557699	+	0.000	0.000	target_3170
BGbg_4696	chr13	26698755	26698905	+	0.000	0.000	target_3171
BGbg_4699	chr13	27171778	27172155	+	0.000	0.000	target_3172
BGbg_4701	chr13	27251468	27251623	+	0.000	0.000	target_3173
BGbg_4703	chr13	27450017	27450319	+	0.000	0.000	target_3174
BGbg_4704	chr13	27450356	27450604	+	0.000	0.000	target_3175
BGbg_4706	chr13	27620475	27620852	+	0.000	0.000	target_3176
BGbg_4707	chr13	27621722	27621968	+	0.000	0.000	target_3177
BGbg_4709	chr13	27954405	27954571	+	0.000	0.000	target_3178
BGbg_4710	chr13	28138045	28138289	+	0.000	0.000	target_3179
BGbg_4711	chr13	28139315	28139536	+	0.000	0.000	target_3180
BGbg_4712	chr13	28658915	28659231	+	0.000	0.000	target_3181
BGbg_4713	chr13	28718875	28719204	+	0.000	0.000	target_3182
BGbg_4715	chr13	29455177	29455327	+	0.000	0.000	target_3183
BGbg_4716	chr13	29595669	29596057	+	0.000	0.000	target_3184
BGbg_4718	chr13	29850532	29850820	+	0.000	0.000	target_3185
BGbg_4720	chr13	30114927	30115289	+	0.000	0.000	target_3186
BGbg_4721	chr13	30132690	30132845	+	0.000	0.000	target_3187
BGbg_4722	chr13	30307029	30307317	+	0.000	0.000	target_3188
BGbg_4723	chr13	30307354	30307623	+	0.000	0.000	target_3189
BGbg_4724	chr13	30408345	30408702	+	0.000	0.000	target_3190
BGbg_4725	chr13	30464589	30464795	+	0.000	0.000	target_3191
BGbg_4726	chr13	30465837	30466161	+	0.000	0.000	target_3192
BGbg_4727	chr13	30617321	30617998	+	0.000	0.000	target_3193
BGbg_4728	chr13	30674024	30674460	+	0.000	0.000	target_3194
BGbg_4729	chr13	30679885	30680035	+	0.000	0.000	target_3195
BGbg_4730	chr13	30803016	30803192	+	0.000	0.000	target_3196
BGbg_4731	chr13	30865410	30865585	+	0.000	0.000	target_3197
BGbg_4732	chr13	31161857	31162218	+	0.000	0.000	target_3198
BGbg_4733	chr13	31162274	31162551	+	0.000	0.000	target_3199
BGbg_4734	chr13	31199749	31200116	+	0.000	0.000	target_3200
BGbg_4735	chr13	31200180	31200369	+	0.000	0.000	target_3201
BGbg_4736	chr13	31424213	31424438	+	0.000	0.000	target_3202
BGbg_4737	chr13	31846457	31846810	+	0.000	0.000	target_3203
BGbg_4738	chr13	32001388	32001538	+	0.000	0.000	target_3204
BGbg_4739	chr13	32031188	32031446	+	0.000	0.000	target_3205
BGbg_4740	chr13	32031520	32031766	+	0.000	0.000	target_3206
BGbg_4741	chr13	32246534	32246696	+	0.000	0.000	target_3207
BGbg_4742	chr13	32315341	32315601	+	0.000	0.000	target_3208
BGbg_4743	chr13	32315740	32315974	+	0.000	0.000	target_3209
BGbg_4744	chr13	32538734	32539161	+	0.000	0.000	target_3210
BGbg_4745	chr13	32586148	32586623	+	0.000	0.000	target_3211
BGbg_4746	chr13	32650828	32650978	+	0.000	0.000	target_3212
BGbg_4747	chr13	32669155	32669305	+	0.000	0.000	target_3213
BGbg_4749	chr13	33057640	33057830	+	0.000	0.000	target_3214
BGbg_4751	chr13	33228657	33228840	+	0.000	0.000	target_3215
BGbg_4752	chr13	33285651	33285984	+	0.000	0.000	target_3216
BGbg_4753	chr13	33542404	33543019	+	0.000	0.000	target_3217
BGbg_4754	chr13	33678240	33678390	+	0.000	0.000	target_3218
BGbg_4755	chr13	33818045	33818269	+	0.000	0.000	target_3219
BGbg_4759	chr13	34941863	34942082	+	0.000	0.000	target_3220
BGbg_4760	chr13	34942143	34942470	+	0.000	0.000	target_3221
BGbg_4761	chr13	35164428	35164578	+	0.000	0.000	target_3222
BGbg_4762	chr13	35630748	35630913	+	0.000	0.000	target_3223
BGbg_4763	chr13	36297608	36297997	+	0.000	0.000	target_3224
BGbg_4764	chr13	36346271	36346421	+	0.000	0.000	target_3225
BGbg_4765	chr13	36346465	36346963	+	0.000	0.000	target_3226
BGbg_4766	chr13	36420456	36420668	+	0.000	0.000	target_3227
BGbg_4767	chr13	36819053	36819341	+	0.000	0.000	target_3228
BGbg_4768	chr13	36858276	36858441	+	0.000	0.000	target_3229
BGbg_4769	chr13	36920094	36920303	+	0.000	0.000	target_3230
BGbg_4770	chr13	36999265	36999541	+	0.000	0.000	target_3231
BGbg_4771	chr13	37000330	37000480	+	0.000	0.000	target_3232
BGbg_4772	chr13	37000602	37001047	+	0.000	0.000	target_3233
BGbg_4773	chr13	37059551	37059911	+	0.000	0.000	target_3234
BGbg_4774	chr13	38349387	38349658	+	0.000	0.000	target_3235
BGbg_4775	chr13	38349741	38349973	+	0.000	0.000	target_3236
BGbg_4776	chr13	38763911	38764104	+	0.000	0.000	target_3237
BGbg_4777	chr13	39037800	39038154	+	0.000	0.000	target_3238
BGbg_4778	chr13	39038259	39038452	+	0.000	0.000	target_3239
BGbg_4779	chr13	39145083	39145233	+	0.000	0.000	target_3240
BGbg_4780	chr13	39263081	39263231	+	0.000	0.000	target_3241
BGbg_4781	chr13	39602638	39602789	+	0.000	0.000	target_3242
BGbg_4782	chr13	39655517	39655990	+	0.000	0.000	target_3243
BGbg_4783	chr13	39777527	39777716	+	0.000	0.000	target_3244
BGbg_4784	chr13	39942842	39943101	+	0.000	0.000	target_3245
BGbg_4787	chr13	40666526	40666811	+	0.000	0.000	target_3246
BGbg_4788	chr13	40771103	40771480	+	0.000	0.000	target_3247
BGbg_4789	chr13	40777613	40777767	+	0.000	0.000	target_3248
BGbg_4790	chr13	40784744	40784898	+	0.000	0.000	target_3249
BGbg_4791	chr13	40789318	40789683	+	0.000	0.000	target_3250
BGbg_4792	chr13	40921348	40921552	+	0.000	0.000	target_3251
BGbg_4793	chr13	40921660	40921990	+	0.000	0.000	target_3252
BGbg_4794	chr13	41060804	41060957	+	0.000	0.000	target_3253
BGbg_4795	chr13	41061236	41061907	+	0.000	0.000	target_3254
BGbg_4796	chr13	41132699	41133037	+	0.000	0.000	target_3255
